,ActivePower,WindSpeed,Temperature
2019-02-24 10:00:00+00:00,352.1986,5.1071,36.9208
2019-02-24 11:00:00+00:00,387.7866,5.2398,36.6497
2019-02-24 12:00:00+00:00,442.1013,5.5466,35.8835
2019-02-24 13:00:00+00:00,1275.8275,7.9585,34.5231
2019-02-24 14:00:00+00:00,1432.8857,8.1437,32.8676
2019-02-24 15:00:00+00:00,1493.4391,8.3616,31.5484
2019-02-24 16:00:00+00:00,691.4613,6.6877,30.1432
2019-02-24 17:00:00+00:00,993.2338,7.1917,29.9867
2019-02-24 18:00:00+00:00,1004.1496,7.5631,29.6963
2019-02-24 19:00:00+00:00,883.8498,7.3163,29.1636
2019-02-24 20:00:00+00:00,981.3127,7.2808,28.4754
2019-02-24 21:00:00+00:00,965.5290,7.3900,28.1799
2019-02-24 22:00:00+00:00,966.1725,7.3801,27.8054
2019-02-24 23:00:00+00:00,594.1721,6.4303,27.3067
2019-02-25 00:00:00+00:00,1020.7337,7.6750,27.3408
2019-02-25 01:00:00+00:00,832.6408,6.1965,28.4204
2019-02-25 02:00:00+00:00,52.7241,3.5596,28.3536
2019-02-25 03:00:00+00:00,154.0423,4.0861,28.4653
2019-02-25 04:00:00+00:00,88.2948,3.6050,30.7862
2019-02-25 05:00:00+00:00,-5.6025,2.5051,33.9968
2019-02-25 06:00:00+00:00,-5.6405,2.5347,35.9794
2019-02-25 07:00:00+00:00,-6.0267,2.5170,37.0263
2019-02-25 08:00:00+00:00,-5.6364,2.7087,37.7488
2019-02-25 09:00:00+00:00,-7.8170,2.5905,37.9205
2019-02-25 10:00:00+00:00,-6.2303,2.5698,38.1519
2019-02-25 11:00:00+00:00,9.3326,3.0181,37.3665
2019-02-25 12:00:00+00:00,77.3776,3.6179,36.3842
2019-02-25 13:00:00+00:00,99.3522,3.8188,35.2569
2019-02-25 14:00:00+00:00,41.2120,3.2882,35.1217
2019-02-25 15:00:00+00:00,1209.0344,7.9024,32.7753
2019-02-25 16:00:00+00:00,1693.0871,8.9974,32.0874
2019-02-25 17:00:00+00:00,1546.6495,8.6046,31.3345
2019-02-25 18:00:00+00:00,634.5373,6.6006,30.4532
2019-02-25 19:00:00+00:00,337.5119,5.4561,29.8146
2019-02-25 20:00:00+00:00,307.4820,5.4048,29.1940
2019-02-25 21:00:00+00:00,190.2195,4.6231,28.4584
2019-02-25 22:00:00+00:00,3.9337,2.7764,28.4056
2019-02-25 23:00:00+00:00,70.9038,3.5490,28.2262
2019-02-26 00:00:00+00:00,-5.7582,2.9302,28.4891
2019-02-26 01:00:00+00:00,-5.6139,2.8222,28.7198
2019-02-26 02:00:00+00:00,-5.0439,2.3497,29.9150
2019-02-26 03:00:00+00:00,-5.1265,2.9120,31.1548
2019-02-26 04:00:00+00:00,94.9351,3.6986,31.4779
2019-02-26 05:00:00+00:00,249.5358,4.3461,31.4077
2019-02-26 06:00:00+00:00,150.4730,4.6661,32.8829
2019-02-26 07:00:00+00:00,11.2282,3.7334,35.3398
2019-02-26 08:00:00+00:00,201.6746,4.2815,36.4394
2019-02-26 09:00:00+00:00,220.9343,4.5383,36.8053
2019-02-26 10:00:00+00:00,291.4152,4.8007,36.5503
2019-02-26 11:00:00+00:00,189.6040,4.3318,36.2775
2019-02-26 12:00:00+00:00,35.6193,3.2458,35.8457
2019-02-26 13:00:00+00:00,92.8904,3.8009,35.4405
2019-02-26 14:00:00+00:00,443.7547,5.8046,34.6958
2019-02-26 15:00:00+00:00,403.1456,5.2223,33.6393
2019-02-26 16:00:00+00:00,318.8217,5.2670,31.0776
2019-02-26 17:00:00+00:00,583.7888,6.1582,28.7925
2019-02-26 18:00:00+00:00,500.4013,5.9504,27.5700
2019-02-26 19:00:00+00:00,449.5110,5.8321,26.9746
2019-02-26 20:00:00+00:00,269.4765,4.9726,26.5593
2019-02-26 21:00:00+00:00,169.4481,4.2627,26.9233
2019-02-26 22:00:00+00:00,-1.6647,2.8915,26.6386
2019-02-26 23:00:00+00:00,79.3948,3.7811,26.2514
2019-02-27 00:00:00+00:00,88.7944,3.8124,25.5728
2019-02-27 01:00:00+00:00,116.4644,3.9208,25.3825
2019-02-27 02:00:00+00:00,2.8517,2.7196,26.2384
2019-02-27 03:00:00+00:00,3.5508,2.8796,28.3331
2019-02-27 04:00:00+00:00,26.4580,3.6810,29.4545
2019-02-27 05:00:00+00:00,112.9749,3.9023,31.2580
2019-02-27 06:00:00+00:00,110.8407,3.9729,32.5222
2019-02-27 07:00:00+00:00,7.4662,3.3110,34.3599
2019-02-27 08:00:00+00:00,31.7958,3.4860,35.4315
2019-02-27 09:00:00+00:00,13.7482,2.8057,36.4891
2019-02-27 10:00:00+00:00,-3.5856,2.7815,36.8069
2019-02-27 11:00:00+00:00,75.8195,3.5101,36.1399
2019-02-27 12:00:00+00:00,25.5378,2.8534,35.6497
2019-02-27 13:00:00+00:00,-5.4558,2.5135,35.2247
2019-02-27 14:00:00+00:00,-5.3939,2.1763,34.9072
2019-02-27 15:00:00+00:00,420.8028,5.1106,32.8457
2019-02-27 16:00:00+00:00,154.5511,3.5722,30.5969
2019-02-27 17:00:00+00:00,42.7677,2.9214,30.1373
2019-02-27 18:00:00+00:00,286.5664,4.8635,27.7445
2019-02-27 19:00:00+00:00,243.9878,4.7563,26.6116
2019-02-27 20:00:00+00:00,203.6069,4.4660,26.1621
2019-02-27 21:00:00+00:00,3.2530,2.7166,26.0969
2019-02-27 22:00:00+00:00,18.2621,2.9132,26.2257
2019-02-27 23:00:00+00:00,412.3221,5.3291,26.5395
2019-02-28 00:00:00+00:00,1206.7513,7.9533,26.0147
2019-02-28 01:00:00+00:00,833.1035,6.8596,25.2455
2019-02-28 02:00:00+00:00,719.0882,6.6498,25.4245
2019-02-28 03:00:00+00:00,397.5303,5.2944,26.9045
2019-02-28 04:00:00+00:00,292.1050,4.6754,28.8405
2019-02-28 05:00:00+00:00,32.0222,3.3166,30.9126
2019-02-28 06:00:00+00:00,16.6546,3.3656,32.4430
2019-02-28 07:00:00+00:00,2.5635,2.8372,34.3045
2019-02-28 08:00:00+00:00,-5.6063,2.5561,36.1034
2019-02-28 09:00:00+00:00,10.4913,2.9474,36.4752
2019-02-28 10:00:00+00:00,55.1096,3.4787,36.1648
2019-02-28 11:00:00+00:00,23.4687,2.9588,35.8387
2019-02-28 12:00:00+00:00,50.2021,3.3758,34.8534
2019-02-28 13:00:00+00:00,144.2260,4.1019,34.2949
2019-02-28 14:00:00+00:00,274.2254,4.9468,34.0935
2019-02-28 15:00:00+00:00,564.6997,6.0640,34.1129
2019-02-28 16:00:00+00:00,743.8149,6.5818,33.4737
2019-02-28 17:00:00+00:00,464.0978,5.5794,30.7820
2019-02-28 18:00:00+00:00,841.9064,6.6832,27.9863
2019-02-28 19:00:00+00:00,338.1723,5.4125,27.2143
2019-02-28 20:00:00+00:00,382.3549,5.3916,26.6896
2019-02-28 21:00:00+00:00,498.9116,5.9979,26.1943
2019-02-28 22:00:00+00:00,444.4830,5.7519,25.7207
2019-02-28 23:00:00+00:00,160.2370,4.3768,25.4889
2019-03-01 00:00:00+00:00,150.5841,4.2890,25.3058
2019-03-01 01:00:00+00:00,4.9529,3.2158,25.4781
2019-03-01 02:00:00+00:00,-7.6536,2.6739,26.4483
2019-03-01 03:00:00+00:00,-5.2033,2.4263,28.0980
2019-03-01 04:00:00+00:00,-5.7967,2.5023,30.0190
2019-03-01 05:00:00+00:00,-6.2689,2.6915,32.1882
2019-03-01 06:00:00+00:00,-5.9678,2.7240,33.4959
2019-03-01 07:00:00+00:00,-6.3903,2.5719,34.5751
2019-03-01 08:00:00+00:00,-6.5028,2.5374,34.8470
2019-03-01 09:00:00+00:00,-6.5669,2.3880,36.0329
2019-03-01 10:00:00+00:00,-6.2097,2.7089,35.6996
2019-03-01 11:00:00+00:00,45.5041,3.4862,34.8454
2019-03-01 12:00:00+00:00,178.6125,4.2847,34.0742
2019-03-01 13:00:00+00:00,891.6415,6.8751,32.9891
2019-03-01 14:00:00+00:00,1695.4347,10.2682,30.1379
2019-03-01 15:00:00+00:00,1718.6566,10.4502,28.1015
2019-03-01 16:00:00+00:00,1706.1739,9.9188,27.1826
2019-03-01 17:00:00+00:00,1718.7762,10.0954,26.7068
2019-03-01 18:00:00+00:00,1712.6159,9.0994,26.3347
2019-03-01 19:00:00+00:00,1627.1421,8.7815,25.9528
2019-03-01 20:00:00+00:00,1216.5877,7.6957,25.6428
2019-03-01 21:00:00+00:00,1094.1009,7.6337,25.2547
2019-03-01 22:00:00+00:00,499.2226,6.0828,24.9325
2019-03-01 23:00:00+00:00,238.7399,4.8508,24.6340
2019-03-02 00:00:00+00:00,553.8873,6.1122,24.1060
2019-03-02 01:00:00+00:00,875.2765,7.0541,23.9553
2019-03-02 02:00:00+00:00,879.6110,6.9773,24.7362
2019-03-02 03:00:00+00:00,910.3304,6.9534,25.9696
2019-03-02 04:00:00+00:00,694.0599,6.2439,27.2721
2019-03-02 05:00:00+00:00,535.7767,5.6542,28.9354
2019-03-02 06:00:00+00:00,372.5310,5.2641,30.6938
2019-03-02 07:00:00+00:00,414.1950,5.2779,32.0250
2019-03-02 08:00:00+00:00,603.0563,6.0996,32.6927
2019-03-02 09:00:00+00:00,687.0033,6.2876,33.1121
2019-03-02 10:00:00+00:00,813.0124,6.6650,33.2140
2019-03-02 11:00:00+00:00,943.9456,6.9690,32.8787
2019-03-02 12:00:00+00:00,1215.9269,7.8313,32.0906
2019-03-02 13:00:00+00:00,1267.6901,7.8276,31.1695
2019-03-02 14:00:00+00:00,1635.5044,8.8593,29.8935
2019-03-02 15:00:00+00:00,1718.8565,9.8551,28.5946
2019-03-02 16:00:00+00:00,1624.4879,9.0070,27.5683
2019-03-02 17:00:00+00:00,1252.6243,7.8037,26.7863
2019-03-02 18:00:00+00:00,1231.7158,7.6242,25.9418
2019-03-02 19:00:00+00:00,812.7149,6.8682,25.3298
2019-03-02 20:00:00+00:00,714.0335,6.7055,24.8016
2019-03-02 21:00:00+00:00,633.4397,6.3827,24.2684
2019-03-02 22:00:00+00:00,421.3900,5.6321,23.9966
2019-03-02 23:00:00+00:00,88.4522,3.9517,24.3771
2019-03-03 00:00:00+00:00,113.6454,4.1333,24.6508
2019-03-03 01:00:00+00:00,133.2078,4.3460,23.6228
2019-03-03 02:00:00+00:00,46.3332,3.3966,24.7114
2019-03-03 03:00:00+00:00,-5.5300,2.3115,27.3774
2019-03-03 04:00:00+00:00,93.8320,3.6705,28.4908
2019-03-03 05:00:00+00:00,155.3995,4.0356,29.8597
2019-03-03 06:00:00+00:00,32.1671,3.3469,32.0384
2019-03-03 07:00:00+00:00,-5.9355,2.6563,34.2531
2019-03-03 08:00:00+00:00,-3.1618,2.7374,35.0422
2019-03-03 09:00:00+00:00,10.2045,3.0311,35.0156
2019-03-03 10:00:00+00:00,-3.6885,2.9276,35.0302
2019-03-03 11:00:00+00:00,10.7775,3.2518,34.8755
2019-03-03 12:00:00+00:00,191.2489,4.4167,33.8254
2019-03-03 13:00:00+00:00,168.9026,4.2140,33.1140
2019-03-03 14:00:00+00:00,178.1733,4.4674,32.6762
2019-03-03 15:00:00+00:00,917.5443,6.8974,30.8291
2019-03-03 16:00:00+00:00,1204.2676,7.8063,29.1550
2019-03-03 17:00:00+00:00,696.1523,6.6176,28.3565
2019-03-03 18:00:00+00:00,225.4248,4.8272,27.6302
2019-03-03 19:00:00+00:00,160.8897,4.2696,27.1554
2019-03-03 20:00:00+00:00,119.1630,3.9903,26.4578
2019-03-03 21:00:00+00:00,116.7210,4.0319,25.8916
2019-03-03 22:00:00+00:00,17.8381,3.0780,25.4163
2019-03-03 23:00:00+00:00,6.2103,2.9555,25.7634
2019-03-04 00:00:00+00:00,13.2157,3.4240,25.8400
2019-03-04 01:00:00+00:00,15.1573,3.1530,26.1965
2019-03-04 02:00:00+00:00,-0.6157,3.0894,27.2919
2019-03-04 03:00:00+00:00,-5.4674,2.4645,29.5470
2019-03-04 04:00:00+00:00,-5.3078,2.7337,31.4306
2019-03-04 05:00:00+00:00,-5.6474,2.8573,33.3098
2019-03-04 06:00:00+00:00,-4.5781,2.9019,34.6072
2019-03-04 07:00:00+00:00,-0.1536,2.8411,35.6380
2019-03-04 08:00:00+00:00,-5.0389,2.7573,36.8109
2019-03-04 09:00:00+00:00,-7.3346,2.4591,37.1731
2019-03-04 10:00:00+00:00,-5.8297,2.5566,37.8165
2019-03-04 11:00:00+00:00,14.9290,2.4511,37.2410
2019-03-04 12:00:00+00:00,-5.3086,2.0913,36.6890
2019-03-04 13:00:00+00:00,62.7772,3.3711,35.4156
2019-03-04 14:00:00+00:00,133.6325,4.1985,34.5131
2019-03-04 15:00:00+00:00,741.9532,6.6216,33.7768
2019-03-04 16:00:00+00:00,1336.8362,8.3035,32.5248
2019-03-04 17:00:00+00:00,817.3345,7.0177,32.4070
2019-03-04 18:00:00+00:00,1016.3100,7.6211,31.8252
2019-03-04 19:00:00+00:00,651.7268,6.3223,31.5107
2019-03-04 20:00:00+00:00,344.3463,5.0943,31.5635
2019-03-04 21:00:00+00:00,449.2761,5.4873,30.8165
2019-03-04 22:00:00+00:00,496.1608,5.9047,29.9219
2019-03-04 23:00:00+00:00,452.4559,6.1244,28.8472
2019-03-05 00:00:00+00:00,628.3805,6.4891,28.1110
2019-03-05 01:00:00+00:00,607.9149,6.0116,22.7167
2019-03-05 02:00:00+00:00,441.1484,4.7190,13.9231
2019-03-05 03:00:00+00:00,274.3818,3.4265,5.1296
2019-03-05 04:00:00+00:00,540.9368,5.5874,25.8176
2019-03-05 05:00:00+00:00,625.8020,6.0108,31.0440
2019-03-05 06:00:00+00:00,471.0933,5.2999,32.8753
2019-03-05 07:00:00+00:00,302.2886,4.8834,34.9284
2019-03-05 08:00:00+00:00,441.7129,5.3630,36.3395
2019-03-05 09:00:00+00:00,396.0168,5.1868,36.6976
2019-03-05 10:00:00+00:00,196.7757,4.3183,37.0154
2019-03-05 11:00:00+00:00,136.0057,4.0301,36.9176
2019-03-05 12:00:00+00:00,7.1560,2.9740,36.4859
2019-03-05 13:00:00+00:00,-5.6209,2.5792,36.0780
2019-03-05 14:00:00+00:00,-5.4855,2.6003,35.9623
2019-03-05 15:00:00+00:00,-5.1763,2.2592,35.9167
2019-03-05 16:00:00+00:00,84.1729,3.5670,35.5477
2019-03-05 17:00:00+00:00,56.3990,3.4149,35.2270
2019-03-05 18:00:00+00:00,-5.5327,1.8875,34.7381
2019-03-05 19:00:00+00:00,242.7883,3.8741,33.6818
2019-03-05 20:00:00+00:00,644.6231,6.4660,31.2540
2019-03-05 21:00:00+00:00,72.1474,3.5784,30.0081
2019-03-05 22:00:00+00:00,149.1672,4.0287,29.5161
2019-03-05 23:00:00+00:00,435.1854,5.8807,28.6356
2019-03-06 00:00:00+00:00,1024.1378,7.6858,28.0184
2019-03-06 01:00:00+00:00,887.2786,7.3906,27.3397
2019-03-06 02:00:00+00:00,517.8888,6.0293,27.4072
2019-03-06 03:00:00+00:00,719.4010,6.4553,28.6885
2019-03-06 04:00:00+00:00,671.6940,6.2095,29.9027
2019-03-06 05:00:00+00:00,526.4679,5.7594,31.3542
2019-03-06 06:00:00+00:00,436.7537,5.3986,32.8665
2019-03-06 07:00:00+00:00,385.5596,5.3940,34.4946
2019-03-06 08:00:00+00:00,559.7843,5.7354,35.5391
2019-03-06 09:00:00+00:00,470.4697,5.4637,36.2274
2019-03-06 10:00:00+00:00,437.3169,5.5099,36.7159
2019-03-06 11:00:00+00:00,364.8277,5.1639,36.5472
2019-03-06 12:00:00+00:00,386.1648,5.5924,36.1904
2019-03-06 13:00:00+00:00,237.4894,4.8299,35.9225
2019-03-06 14:00:00+00:00,179.3318,4.4390,35.6604
2019-03-06 15:00:00+00:00,469.2514,5.7777,35.3326
2019-03-06 16:00:00+00:00,378.6972,5.6140,34.5946
2019-03-06 17:00:00+00:00,325.0675,5.0082,33.9158
2019-03-06 18:00:00+00:00,231.4069,4.1252,32.6663
2019-03-06 19:00:00+00:00,-5.0958,1.5866,32.1815
2019-03-06 20:00:00+00:00,-5.4835,2.2917,31.8817
2019-03-06 21:00:00+00:00,52.2901,3.5691,31.2124
2019-03-06 22:00:00+00:00,284.0823,5.1660,30.7341
2019-03-06 23:00:00+00:00,219.0631,5.0470,29.6261
2019-03-07 00:00:00+00:00,599.0158,6.4400,28.9845
2019-03-07 01:00:00+00:00,603.4487,6.5723,27.7533
2019-03-07 02:00:00+00:00,655.7802,6.5186,27.8674
2019-03-07 03:00:00+00:00,374.9057,5.3750,29.2217
2019-03-07 04:00:00+00:00,303.9181,4.9298,31.1996
2019-03-07 05:00:00+00:00,206.6573,4.3657,33.1243
2019-03-07 06:00:00+00:00,168.7065,4.1108,34.8875
2019-03-07 07:00:00+00:00,94.7415,3.8971,36.3792
2019-03-07 08:00:00+00:00,282.0468,4.7022,37.0500
2019-03-07 09:00:00+00:00,506.5444,5.5410,37.1425
2019-03-07 10:00:00+00:00,290.7937,4.9447,37.3834
2019-03-07 11:00:00+00:00,562.1891,5.8331,37.3219
2019-03-07 12:00:00+00:00,291.0362,5.0723,36.8807
2019-03-07 13:00:00+00:00,244.7932,4.5843,36.1996
2019-03-07 14:00:00+00:00,451.4493,5.5784,35.8815
2019-03-07 15:00:00+00:00,194.1880,4.1447,34.8630
2019-03-07 16:00:00+00:00,109.4820,3.6588,34.1958
2019-03-07 17:00:00+00:00,51.0922,3.2589,33.5026
2019-03-07 18:00:00+00:00,623.4070,5.9292,31.6907
2019-03-07 19:00:00+00:00,487.2488,5.9084,29.4259
2019-03-07 20:00:00+00:00,124.7383,4.0256,28.2466
2019-03-07 21:00:00+00:00,160.3116,4.2508,27.5536
2019-03-07 22:00:00+00:00,114.5327,3.9995,26.8001
2019-03-07 23:00:00+00:00,409.5637,5.6554,26.2740
2019-03-08 00:00:00+00:00,486.8960,6.0500,25.9275
2019-03-08 01:00:00+00:00,327.7802,5.1582,25.8128
2019-03-08 02:00:00+00:00,148.9559,4.1967,26.6242
2019-03-08 03:00:00+00:00,85.6905,3.7828,28.3537
2019-03-08 04:00:00+00:00,0.7992,2.8975,30.6863
2019-03-08 05:00:00+00:00,-5.2161,2.2177,33.5411
2019-03-08 06:00:00+00:00,-5.4950,2.5174,35.7579
2019-03-08 07:00:00+00:00,5.1465,3.0039,36.3676
2019-03-08 08:00:00+00:00,3.7568,2.6354,37.8220
2019-03-08 09:00:00+00:00,-5.6742,2.3142,39.2865
2019-03-08 10:00:00+00:00,18.8821,2.8090,38.6670
2019-03-08 11:00:00+00:00,-8.3135,2.7947,38.1628
2019-03-08 12:00:00+00:00,102.9298,3.7666,37.0379
2019-03-08 13:00:00+00:00,247.2087,4.7347,36.0038
2019-03-08 14:00:00+00:00,439.0026,5.5098,35.0914
2019-03-08 15:00:00+00:00,1500.3863,8.3864,30.6750
2019-03-08 16:00:00+00:00,1685.4519,8.9693,29.0464
2019-03-08 17:00:00+00:00,1502.5619,8.4579,28.0963
2019-03-08 18:00:00+00:00,1147.2155,7.5103,27.8613
2019-03-08 19:00:00+00:00,1268.0224,7.9290,27.5769
2019-03-08 20:00:00+00:00,854.3074,6.9165,27.0889
2019-03-08 21:00:00+00:00,525.5504,5.9089,26.7316
2019-03-08 22:00:00+00:00,358.3872,5.3521,26.3302
2019-03-08 23:00:00+00:00,322.9817,5.2174,25.9597
2019-03-09 00:00:00+00:00,251.3806,4.7930,25.8838
2019-03-09 01:00:00+00:00,187.1686,4.5746,26.0012
2019-03-09 02:00:00+00:00,127.0037,3.7443,27.3755
2019-03-09 03:00:00+00:00,251.3143,4.5714,29.0749
2019-03-09 04:00:00+00:00,119.2508,3.8665,31.0038
2019-03-09 05:00:00+00:00,20.0262,3.5033,33.1182
2019-03-09 06:00:00+00:00,74.9357,3.3585,34.8281
2019-03-09 07:00:00+00:00,-5.6372,2.4833,35.7264
2019-03-09 08:00:00+00:00,-5.9617,2.4490,37.3361
2019-03-09 09:00:00+00:00,1.1733,3.0509,37.7290
2019-03-09 10:00:00+00:00,34.5482,3.1517,37.4430
2019-03-09 11:00:00+00:00,61.6943,3.4461,37.0114
2019-03-09 12:00:00+00:00,91.2048,3.5614,36.3628
2019-03-09 13:00:00+00:00,588.5684,6.1273,34.8412
2019-03-09 14:00:00+00:00,1075.7096,7.2993,33.0983
2019-03-09 15:00:00+00:00,1328.4878,7.8648,31.6487
2019-03-09 16:00:00+00:00,1215.5882,7.6093,30.5869
2019-03-09 17:00:00+00:00,838.9477,6.8631,29.8529
2019-03-09 18:00:00+00:00,428.8823,5.7812,29.0169
2019-03-09 19:00:00+00:00,362.5994,5.4331,28.0932
2019-03-09 20:00:00+00:00,224.0100,4.8072,27.5830
2019-03-09 21:00:00+00:00,171.6638,4.4458,27.1040
2019-03-09 22:00:00+00:00,55.6532,3.4954,26.6602
2019-03-09 23:00:00+00:00,56.1858,3.5805,26.6836
2019-03-10 00:00:00+00:00,162.8578,4.2649,26.8951
2019-03-10 01:00:00+00:00,54.9380,3.4926,26.8079
2019-03-10 02:00:00+00:00,-9.6961,2.3107,28.6247
2019-03-10 03:00:00+00:00,-5.8304,2.0284,31.1400
2019-03-10 04:00:00+00:00,-5.8339,2.2709,32.9066
2019-03-10 05:00:00+00:00,-4.5563,2.7274,34.5140
2019-03-10 06:00:00+00:00,-7.3473,2.3153,34.8672
2019-03-10 07:00:00+00:00,-5.3493,2.3590,36.1340
2019-03-10 08:00:00+00:00,-7.3486,2.8655,36.4557
2019-03-10 09:00:00+00:00,-3.8980,2.5673,36.6506
2019-03-10 10:00:00+00:00,28.9249,2.8992,37.0720
2019-03-10 11:00:00+00:00,219.9972,4.5325,36.4555
2019-03-10 12:00:00+00:00,347.7562,5.2322,35.5455
2019-03-10 13:00:00+00:00,366.7996,5.3869,34.8744
2019-03-10 14:00:00+00:00,838.9906,6.9878,33.8362
2019-03-10 15:00:00+00:00,1168.4412,7.5373,32.3315
2019-03-10 16:00:00+00:00,910.1400,7.1512,31.1793
2019-03-10 17:00:00+00:00,649.8116,6.6634,30.5027
2019-03-10 18:00:00+00:00,282.8182,5.1033,30.0423
2019-03-10 19:00:00+00:00,553.5205,6.0106,29.7490
2019-03-10 20:00:00+00:00,385.2072,5.5301,29.4884
2019-03-10 21:00:00+00:00,157.0013,4.2298,29.0491
2019-03-10 22:00:00+00:00,21.0745,3.3296,28.2450
2019-03-10 23:00:00+00:00,73.2792,3.7034,27.8020
2019-03-11 00:00:00+00:00,49.8915,3.2794,27.9858
2019-03-11 01:00:00+00:00,113.4234,3.8867,28.0679
2019-03-11 02:00:00+00:00,36.0814,3.3519,28.9787
2019-03-11 03:00:00+00:00,95.8857,3.5994,30.6228
2019-03-11 04:00:00+00:00,6.1840,3.2134,32.7651
2019-03-11 05:00:00+00:00,-4.4277,3.1449,34.1127
2019-03-11 06:00:00+00:00,91.9094,3.6150,35.2272
2019-03-11 07:00:00+00:00,14.4756,3.1074,36.3275
2019-03-11 08:00:00+00:00,152.9609,4.0036,36.4553
2019-03-11 09:00:00+00:00,42.8242,3.2288,37.2660
2019-03-11 10:00:00+00:00,44.2311,3.3410,37.2436
2019-03-11 11:00:00+00:00,247.6860,4.4967,36.6617
2019-03-11 12:00:00+00:00,440.4955,5.4927,35.8265
2019-03-11 13:00:00+00:00,1040.8853,7.2219,34.7253
2019-03-11 14:00:00+00:00,1154.6118,7.4986,33.4551
2019-03-11 15:00:00+00:00,1710.0598,9.2461,32.4394
2019-03-11 16:00:00+00:00,1192.4063,7.8859,31.3768
2019-03-11 17:00:00+00:00,510.4614,6.1571,31.0431
2019-03-11 18:00:00+00:00,180.5272,4.5666,30.4722
2019-03-11 19:00:00+00:00,95.0621,3.6908,30.1041
2019-03-11 20:00:00+00:00,154.4637,4.1410,29.6465
2019-03-11 21:00:00+00:00,356.8019,5.3141,28.7176
2019-03-11 22:00:00+00:00,345.7244,5.3345,28.2352
2019-03-11 23:00:00+00:00,128.3217,3.9517,27.9355
2019-03-12 00:00:00+00:00,-5.6124,2.6451,28.0230
2019-03-12 01:00:00+00:00,41.3229,3.3136,28.5639
2019-03-12 02:00:00+00:00,16.0232,2.7694,29.4704
2019-03-12 03:00:00+00:00,-2.6419,2.9089,31.2097
2019-03-12 04:00:00+00:00,-6.3001,2.4233,33.6273
2019-03-12 05:00:00+00:00,5.3699,3.1479,34.3640
2019-03-12 06:00:00+00:00,17.1219,3.1011,35.2419
2019-03-12 07:00:00+00:00,29.7484,3.4881,36.2469
2019-03-12 08:00:00+00:00,151.4476,4.2152,36.6802
2019-03-12 09:00:00+00:00,202.4552,4.1688,37.0747
2019-03-12 10:00:00+00:00,137.9498,4.1700,37.3580
2019-03-12 11:00:00+00:00,256.2806,4.6596,36.9376
2019-03-12 12:00:00+00:00,380.3961,5.2780,36.2153
2019-03-12 13:00:00+00:00,1296.2586,8.0156,35.0267
2019-03-12 14:00:00+00:00,1449.5556,8.3299,33.8597
2019-03-12 15:00:00+00:00,1181.4946,7.7220,31.7696
2019-03-12 16:00:00+00:00,978.8306,7.2394,30.6581
2019-03-12 17:00:00+00:00,618.2611,6.2460,29.6764
2019-03-12 18:00:00+00:00,292.1049,5.0980,28.7229
2019-03-12 19:00:00+00:00,613.7981,6.3915,28.0653
2019-03-12 20:00:00+00:00,526.2944,6.1242,27.8598
2019-03-12 21:00:00+00:00,306.1165,5.3495,27.5406
2019-03-12 22:00:00+00:00,277.1070,4.9653,27.8408
2019-03-12 23:00:00+00:00,698.4186,6.7880,27.5599
2019-03-13 00:00:00+00:00,219.3831,4.4889,26.7009
2019-03-13 01:00:00+00:00,81.0814,3.6932,27.6798
2019-03-13 02:00:00+00:00,51.0937,3.2654,29.3339
2019-03-13 03:00:00+00:00,18.6698,3.1805,31.6518
2019-03-13 04:00:00+00:00,1.3628,3.3462,33.5374
2019-03-13 05:00:00+00:00,-0.0660,2.8159,34.8489
2019-03-13 06:00:00+00:00,0.0000,1.7432,35.0039
2019-03-13 07:00:00+00:00,-1.7819,2.1269,35.5521
2019-03-13 08:00:00+00:00,-6.3658,3.1546,38.0552
2019-03-13 09:00:00+00:00,-6.2347,3.8993,38.4484
2019-03-13 10:00:00+00:00,88.6146,3.8422,38.0293
2019-03-13 11:00:00+00:00,324.9495,4.8983,37.2569
2019-03-13 12:00:00+00:00,783.0811,6.5928,36.3713
2019-03-13 13:00:00+00:00,1193.2725,7.5737,35.0238
2019-03-13 14:00:00+00:00,1403.1849,8.2318,33.8979
2019-03-13 15:00:00+00:00,959.7748,7.3395,32.7019
2019-03-13 16:00:00+00:00,567.7194,6.3127,31.5634
2019-03-13 17:00:00+00:00,370.1094,5.6817,30.9772
2019-03-13 18:00:00+00:00,708.4120,6.4908,30.7680
2019-03-13 19:00:00+00:00,688.7087,6.6240,30.1066
2019-03-13 20:00:00+00:00,444.0532,5.9979,29.8858
2019-03-13 21:00:00+00:00,595.1269,6.6682,29.7800
2019-03-13 22:00:00+00:00,439.7656,5.8204,29.2003
2019-03-13 23:00:00+00:00,559.1543,6.3485,28.9286
2019-03-14 00:00:00+00:00,749.4323,6.7766,29.0386
2019-03-14 01:00:00+00:00,927.9187,7.4077,29.1424
2019-03-14 02:00:00+00:00,284.4766,4.8169,29.6640
2019-03-14 03:00:00+00:00,152.0249,3.8758,31.5023
2019-03-14 04:00:00+00:00,107.8304,3.9262,33.9480
2019-03-14 05:00:00+00:00,146.9129,3.9205,35.1660
2019-03-14 06:00:00+00:00,108.7755,3.7012,36.3719
2019-03-14 07:00:00+00:00,100.8719,3.8916,37.4336
2019-03-14 08:00:00+00:00,537.2564,5.4574,37.2928
2019-03-14 09:00:00+00:00,617.5887,5.6494,37.5231
2019-03-14 10:00:00+00:00,534.3891,5.8172,37.9187
